company_name,industry,main_products
와이즈버즈,광고업,광고대행
모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트
데이타솔루션,기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI"
지니언스,소프트웨어 개발 및 공급업,"네트워크 접근 제어 솔루션(NAC), 단말기반 지능형 위협 탐지 대응 솔루션(EDR)"
디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠
루켄테크놀러지스,기타 전기장비 제조업,Vertical Probe Card. Test Socket. Probe Station & Unit.
힘스,특수 목적용 기계 제조업,"OLED Mask 인장기, OLED Mask 검사기 등"
제일약품,의약품 제조업,의약품
브이원텍,특수 목적용 기계 제조업,"LCD/OLED 압흔검사기, 2차전지 검사장비"
아우딘퓨쳐스,기타 화학제품 제조업,"기초화장품, 마스크팩 등"
이녹스첨단소재,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재"
카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고)
오리온,기타 식품 제조업,스낵 등 과자류
하림지주,기타 금융업,지주사업
덴티스,의료용 기기 제조업,임플란트외
메디안디노스틱,의료용품 및 기타 의약 관련제품 제조업,동물질병 체외진단키트 및 진단용 시약
나인테크,특수 목적용 기계 제조업,이차전지 제조 장비
에스알바이오텍,기타 화학제품 제조업,화장품 제조 및 유통
레드우즈,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV 드라마 등
보라티알,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류"
매일유업,동·식물성 유지 및 낙농제품 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)"
LK삼양,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈
이랜시스,전자부품 제조업,비데도어락부품
필옵틱스,특수 목적용 기계 제조업,디스플레이 및 반도체 제조공정용 제작
미원에스씨,기초 화학물질 제조업,에너지경화수지
경동도시가스,연료용 가스 제조 및 배관공급업,도시가스
넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급
HD건설기계,특수 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등"
HD현대,기타 금융업,지주회사
HD현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등"
포인트엔지니어링,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품
하나머티리얼즈,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스"
소프트캠프,소프트웨어 개발 및 공급업,통합보안솔루션
와이엠티,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등"
크라운제과,"떡, 빵 및 과자류 제조업","비스킷, 스낵, 당과"
AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비
유에스티,1차 철강 제조업,스테인레스강관
이엘피,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",OLED 패널검사기 등
유비쿼스,통신 및 방송 장비 제조업,"스위치, FTTH"
서진시스템,기타 전기장비 제조업,"통신장비부품,휴대폰부품(메탈케이스 등)"
코미코,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅
아스타,의료용품 및 기타 의약 관련제품 제조업,MALDI-TOF 질량분석기 기반 진단시스템
덴티움,의료용 기기 제조업,치과용 기기 제조업
에스디생명공학,기타 화학제품 제조업,"마스크팩, 기초화장품"
신신제약,의약품 제조업,파스류 (신신파스 아렉스 등)
에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비"
모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS"
피씨엘,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스"
호전실업,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM
서플러스글로벌,기계장비 및 관련 물품 도매업,"반도체 제조용 장비, 유휴기계설비 도소매"
유바이오로직스,의약품 제조업,"경구용 콜레라 백신, 바이오의약품 수탁 연구 및 제조"
도부,직물직조 및 직물제품 제조업,"산업용 마스크 제조, 화재대피용 마스크"
한국비엔씨,기초 의약물질 제조업,필러 등 생체재료의료물질 개발
DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자
TS인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자
피엠티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드
바이오프로테크,의료용 기기 제조업,심전도 측정용 전극 등
HLB펩,기초 의약물질 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약
유니온바이오메트릭스,통신 및 방송 장비 제조업,지문인식출입통제기
신라젠,자연과학 및 공학 연구개발업,펙사벡(바이러스 항암면역치료제)
자비스,특수 목적용 기계 제조업,자동엑스레이검사장비
핸즈코퍼레이션,자동차 신품 부품 제조업,자동차 알루미늄 휠
티이엠씨씨엔에스,특수 목적용 기계 제조업,"반도체 케미칼 및 특수가스, 반도체 장비"
퓨쳐켐,의약품 제조업,"PET 방사성의약품, 자동합성장치, 합성시약 및 전구체"
뉴파워프라즈마,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator)
엘앤케이바이오,의료용 기기 제조업,척추 임플란트
핸디소프트,소프트웨어 개발 및 공급업,"EKP, BPM, 네트워크장비"
두산밥캣,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power"
삼성바이오로직스,기초 의약물질 제조업,바이오의약품
클리오,기타 화학제품 제조업,"색조화장품, 기초화장품"
오가닉티코스메틱,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)"
얼라인드,사진장비 및 광학기기 제조업,"자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템"
세화피앤씨,기타 화학제품 제조업,염모제 등
아이티센코어,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","건설ERP, 내부통제솔루션, 공간관리솔루션, 소프트웨어 개발 및 공급 자문/ IT 컨설팅 外"
인크로스,광고업,미디어렙서비스
에이치엘사이언스,기타 식품 제조업,건강기능식품 등
코스메카코리아,기타 화학제품 제조업,"화장품 OEM, ODM"
JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등"
GRT,기타 금융업,"광학필름, 포장필름"
안지오랩,자연과학 및 공학 연구개발업,신약개발 및 체지방 감소 건강기능식품
인텔리안테크,통신 및 방송 장비 제조업,"위성통신 안테나, 해상용 위성방송 수신안테나"
에이치시티,기타 과학기술 서비스업,기술검사서비스
잉글우드랩,기타 화학제품 제조업,화장품OEM·ODM
앤디포스,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름"
수산아이앤티,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등"
미투온,소프트웨어 개발 및 공급업,소셜 카지노 게임
화승엔터프라이즈,신발 및 신발 부분품 제조업,
예선테크,플라스틱제품 제조업,기업인수합병
LS에코에너지,기타 금융업,
유니테크노,자동차 신품 부품 제조업,"자동차 부품, 전기차 부품, 배터리 셀케이스, ESS 배터리 모듈, SBW 및 EPB, EPS 전동화 부품"
모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",핵융합 제어솔루션 및 스마트팩토리 통합솔루션
나무기술,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업
자이글,가정용 기기 제조업,적외선 가열 조리기
일동제약,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등"
헝셩그룹,기타 금융업,자회사 제품 : 아동용 완구 및 아동복 등
샘표식품,기타 식품 제조업,간장
에코마케팅,광고업,"온라인, 모바일 광고 종합대행업"
블루탑,전자부품 제조업,
두올,자동차 신품 부품 제조업,시트 커버 및 시트 원단
다산디엠씨,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등"
우리손에프앤지,"도축, 육류 가공 및 저장 처리업","양돈업, 도축업"
오건에코텍,의료용 기기 제조업,척추용 임플란트 등
알엔티엑스,전자부품 제조업,이미지센서 패키징
제노텍,기타 화학제품 제조업,"원료의약품, 합성유전자, 체외진단 분석기용 시약"
동서,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등"
한국자산신탁,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs"
한국토지신탁,신탁업 및 집합투자업,부동산신탁 등
모아라이프플러스,자연과학 및 공학 연구개발업,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신"
피앤씨테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치
로스웰,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈"
씨앤에스링크,통신 및 방송 장비 제조업,"내비게이션, LTE Router, 블랙박스"
해성디에스,전자부품 제조업,반도체 패키지용 Substrate
에스티팜,의약품 제조업,원료의약품
지씨셀,"그외 기타 전문, 과학 및 기술 서비스업","세포치료제, 검체검사서비스, 제대혈은행"
알엔투테크놀로지,전자부품 제조업,"이동통신부품(커플러), 의료기기용기판, 파우더"
이비테크,기타 전기장비 제조업,전자가속기 제조 및 전자선조사서비스
이스트에이드,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","줌닷컴, 뉴썸 등"
휴온스,의약품 제조업,"전문의약품, 일반의약품"
나눔테크,의료용 기기 제조업,"자동심장충격기, 골밀도진단기"
KC산업,토목 건설업,철강보강콘크리트제품
모나용평,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양"
해태제과식품,기타 식품 제조업,"홈런볼, 오예스, 맛동산, 부라보콘 등"
원익IPS,특수 목적용 기계 제조업,반도체 제조용 기계
솔루믹스,"그외 기타 전문, 과학 및 기술 서비스업","모듈, 퍼스널 모빌리티기기"
레이언스,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor"
동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일
삼일씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 강교, PC"
팬젠,의약품 제조업,"바이오시밀러 의약품 개발, 바이오의약품 개발 기술이전 서비스 등"
AP위성,통신 및 방송 장비 제조업,위성통신 단말기
큐리언트,자연과학 및 공학 연구개발업,저분자 혁신신약
안트로젠,기타 전문 도매업,줄기세포치료제
슈프리마,통신 및 방송 장비 제조업,바이오인식 관련 제품
제이에스코퍼레이션,"가죽, 가방 및 유사제품 제조업",핸드백 및 지갑
유니트론텍,자동차 부품 및 내장품 판매업,"메모리/비메모리반도체, 디스플레이 모듈"
크리스탈신소재,기타 금융업,"합성운모 플레이크, 파우더, 테이프"
메디젠휴먼케어,자연과학 및 공학 연구개발업,M-CHECK (개인별 유전적 질병 예측 서비스)
볼빅,운동 및 경기용구 제조업,골프공
이엠티,일차전지 및 이차전지 제조업,이차전지 양극재용 전구체
더코디,전자부품 제조업,"반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)"
에스와이,"구조용 금속제품, 탱크 및 증기발생기 제조업",샌드위치 패널
질경이,기타 화학제품 제조업,여성청결제 및 질염치료제 개발
잇츠한불,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등"
크로넥스,자연과학 및 공학 연구개발업,CRO 및 생물종(미니피그)
사토시홀딩스,상품 종합 도매업,건강기능식품
와이씨,특수 목적용 기계 제조업,메모리 웨이퍼 테스터
육일씨엔에쓰,전자부품 제조업,IT용 Cover Glass
휴젤,기초 의약물질 제조업,"보툴리눔톡신, 필러"
한국맥널티,기타 식품 제조업,커피 및 의약품
덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업","시각효과(Visual Effect, VFX)"
아진산업,자동차 신품 부품 제조업,자동차 차체 부품
HLB제약,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정"
강스템바이오텍,기초 의약물질 제조업,줄기세포치료제
에이원큐브텍,산업용 기계 및 장비 임대업,"TS패널, 테이블폼, 알루미늄 거푸집"
